# FWHM = 0.26781982, 31738, 33831
# pos	int	env
-2.7743093270650547	0.16606250206905684	0.16606250206905684
-2.7743093270650547	0.16643493230046016	0.16643493230046016
-2.7743093270650547	0.1661369881153375	0.16643493230046016
-2.7743093270650547	0.16723772635481843	0.16723772635481843
-2.7743093270650547	0.16669977157612473	0.16723772635481843
-2.7743093270650547	0.16617009302479557	0.16723772635481843
-2.7743093270650547	0.16679081007713445	0.16723772635481843
-2.7743093270650547	0.1664018273910021	0.16723772635481843
-2.7743093270650547	0.16626113152580527	0.16723772635481843
-2.7743093270650547	0.1671797927632668	0.16723772635481843
-2.7743093270650547	0.1671466878538087	0.16723772635481843
-2.7743093270650547	0.16609560697851491	0.16723772635481843
-2.7743093270650547	0.16629423643526334	0.16723772635481843
-2.7743093270650547	0.16687357235077963	0.16723772635481843
-2.7743093270650547	0.16660045684775052	0.16723772635481843
-2.7743093270650547	0.16721289767272488	0.16723772635481843
-2.7743093270650547	0.16726255503691198	0.16726255503691198
-2.7743093270650547	0.16669977157612473	0.16726255503691198
-2.7743093270650547	0.16733704108319264	0.16733704108319264
-2.7743093270650547	0.16746946072102492	0.16746946072102492
-2.7743093270650547	0.1665507994835634	0.16746946072102492
-2.7743093270650547	0.16679081007713445	0.16746946072102492
-2.7743093270650547	0.16701426821597642	0.16746946072102492
-2.7743093270650547	0.16687357235077963	0.16746946072102492
-2.7743093270650547	0.16723772635481843	0.16746946072102492
-2.7743093270650547	0.16679081007713445	0.16746946072102492
-2.7743093270650547	0.1660459496143278	0.16746946072102492
-2.7743093270650547	0.16679081007713445	0.16746946072102492
-2.7743093270650547	0.1671797927632668	0.16746946072102492
-2.7743093270650547	0.1658721488396729	0.16746946072102492
-2.7743093270650547	0.16551627106299865	0.16746946072102492
-2.7743093270650547	0.16598801602277619	0.16746946072102492
-2.7743093270650547	0.16596318734068263	0.16746946072102492
-2.7743093270650547	0.16665011421193762	0.16746946072102492
-2.7743093270650547	0.16665011421193762	0.16746946072102492
-2.7743093270650547	0.1664018273910021	0.16746946072102492
-2.7743093270650547	0.16715496408117325	0.16746946072102492
-2.7743093270650547	0.16785844340715728	0.16785844340715728
-2.7743093270650547	0.1666418379845731	0.16785844340715728
-2.7743093270650547	0.16674942894031186	0.16785844340715728
-2.7743093270650547	0.16684046744132155	0.16785844340715728
-2.7743093270650547	0.16634389379945047	0.16785844340715728
-2.7743093270650547	0.16746946072102492	0.16785844340715728
-2.7743093270650547	0.16790810077134438	0.16790810077134438
-2.7743093270650547	0.16703909689806998	0.16790810077134438
-2.7743093270650547	0.16788327208925083	0.16790810077134438
-2.7743093270650547	0.16774257622405403	0.16790810077134438
-2.7743093270650547	0.1669977157612474	0.16790810077134438
-2.7743093270650547	0.16790810077134438	0.16790810077134438
-2.7743093270650547	0.16747773694838944	0.16790810077134438
-2.7743093270650547	0.16672460025821828	0.16790810077134438
-2.7743093270650547	0.16743635581156685	0.16790810077134438
-2.7743093270650547	0.1673204886284636	0.16790810077134438
-2.7743093270650547	0.1672708312642765	0.16790810077134438
-2.7743093270650547	0.16760188035885723	0.16790810077134438
-2.7743093270650547	0.16740325090210878	0.16790810077134438
-2.7743093270650547	0.16732876485582812	0.16790810077134438
-2.7743093270650547	0.16741980335683782	0.16790810077134438
-2.7743093270650547	0.16723772635481843	0.16790810077134438
-2.7743093270650547	0.1664928658920118	0.16790810077134438
-2.7743093270650547	0.16667494289403118	0.16790810077134438
-2.7743093270650547	0.16671632403085376	0.16790810077134438
-2.7743093270650547	0.1666914953487602	0.16790810077134438
-2.7743093270650547	0.16715496408117325	0.16790810077134438
-2.7743093270650547	0.16675770516767638	0.16790810077134438
-2.7743093270650547	0.16683219121395704	0.16790810077134438
-2.7743093270650547	0.1671797927632668	0.16790810077134438
-2.7743322411498	0.16683219121395704	0.16790810077134438
-2.774347517206296	0.16631906511735692	0.16790810077134438
