# FWHM = 0.26803368, 31840, 33923
# pos	int	env
-2.7943897033298764	0.16438806903245973	0.16438806903245973
-2.7943897033298764	0.16485695013408355	0.16485695013408355
-2.7943897033298764	0.1646513005281082	0.16485695013408355
-2.7943897033298764	0.16447855485908888	0.16485695013408355
-2.7943897033298764	0.16527647533027326	0.16527647533027326
-2.7943897033298764	0.16492275800799566	0.16527647533027326
-2.7943897033298764	0.16463484855963015	0.16527647533027326
-2.7943897033298764	0.16507905170853693	0.16527647533027326
-2.7943897033298764	0.1637875721830117	0.16527647533027326
-2.7943897033298764	0.16348321076616817	0.16527647533027326
-2.7943897033298764	0.16405902966289918	0.16527647533027326
-2.7943897033298764	0.16433871312702564	0.16527647533027326
-2.7943897033298764	0.16368886037214353	0.16527647533027326
-2.7943897033298764	0.16424000131615749	0.16527647533027326
-2.7943897033298764	0.16376289423029466	0.16527647533027326
-2.7943897033298764	0.163960317852031	0.16527647533027326
-2.7943897033298764	0.16416596745800635	0.16527647533027326
-2.7943897033298764	0.1643716170639817	0.16527647533027326
-2.7943897033298764	0.16380402415148973	0.16527647533027326
-2.7943897033298764	0.16493920997647368	0.16527647533027326
-2.7943897033298764	0.16475823832321537	0.16527647533027326
-2.7943897033298764	0.16412483753681129	0.16527647533027326
-2.7943897033298764	0.16463484855963015	0.16527647533027326
-2.7943897033298764	0.1648898540710396	0.16527647533027326
-2.7943897033298764	0.16478291627593242	0.16527647533027326
-2.7943897033298764	0.1648404981656055	0.16527647533027326
-2.7943897033298764	0.16516953753516608	0.16527647533027326
-2.7943897033298764	0.1650050178503858	0.16527647533027326
-2.7943897033298764	0.16527647533027326	0.16527647533027326
-2.7943897033298764	0.16456081470147904	0.16527647533027326
-2.7943897033298764	0.16342562887649506	0.16527647533027326
-2.7943897033298764	0.16423177533191846	0.16527647533027326
-2.7943897033298764	0.16422354934767944	0.16527647533027326
-2.7943897033298764	0.163960317852031	0.16527647533027326
-2.7943897033298764	0.1649967918661468	0.16527647533027326
-2.7943897033298764	0.1647746902916934	0.16527647533027326
-2.7943897033298764	0.16433048714278664	0.16527647533027326
-2.7943897033298764	0.16480759422864946	0.16527647533027326
-2.7943897033298764	0.1653505091884244	0.1653505091884244
-2.7943897033298764	0.16493920997647368	0.1653505091884244
-2.7943897033298764	0.16554793281016073	0.16554793281016073
-2.7943897033298764	0.16502146981886381	0.16554793281016073
-2.7943897033298764	0.16473356037049833	0.16554793281016073
-2.7943897033298764	0.16467597848082524	0.16554793281016073
-2.7943897033298764	0.16414951548952833	0.16554793281016073
-2.7943897033298764	0.16409193359985522	0.16554793281016073
-2.7943897033298764	0.1650708257242979	0.16554793281016073
-2.7943897033298764	0.16514485958244904	0.16554793281016073
-2.7943897033298764	0.16487340210256157	0.16554793281016073
